months_as_customer,age,policy_deductable,umbrella_limit,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
259,43,2000,0,FEMALE,PhD,handlers-cleaners,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,N
154,34,500,0,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,?,69480,Y
51,34,500,0,MALE,PhD,machine-op-inspct,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,?,2,3,NO,64200,Y
436,60,500,0,MALE,High School,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,82060,N
330,48,1000,0,MALE,College,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,?,59500,N
126,33,1000,2000000,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,?,54160,N
178,39,500,0,FEMALE,JD,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,?,64680,N
398,58,500,0,FEMALE,Associate,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,?,99320,Y
285,47,1000,0,FEMALE,Masters,sales,Vehicle Theft,?,Trivial Damage,Police,8,1,NO,1,1,NO,2700,N
38,28,500,4000000,MALE,Masters,priv-house-serv,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,N
298,47,2000,0,FEMALE,PhD,machine-op-inspct,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,?,0,0,?,70590,Y
210,41,500,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Other,12,3,?,2,0,NO,81070,N
210,35,1000,0,MALE,Masters,farming-fishing,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,?,58200,N
138,33,500,5000000,FEMALE,JD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,?,95810,N
27,33,500,0,FEMALE,PhD,other-service,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,YES,27700,N
180,38,2000,0,FEMALE,College,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,2,YES,46200,Y
199,37,500,0,MALE,JD,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,?,0,3,NO,60170,Y
167,36,1000,0,FEMALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,?,0,0,NO,69680,Y
188,37,500,0,FEMALE,JD,adm-clerical,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,?,2,0,YES,45000,N
271,42,500,0,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,2,?,2,3,?,68310,Y
43,43,500,0,FEMALE,Associate,armed-forces,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,?,2,1,?,79970,Y
214,36,2000,7000000,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,?,47080,N
72,29,500,0,FEMALE,Associate,craft-repair,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,?,1,0,NO,66200,N
168,39,1000,0,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,41580,Y
266,46,2000,0,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,N
380,56,1000,0,MALE,MD,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,?,0,1,YES,58160,Y
256,42,1000,0,FEMALE,MD,transport-moving,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,?,75500,N
111,29,500,2000000,FEMALE,PhD,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,?,1,1,YES,52800,Y
61,24,500,0,FEMALE,College,priv-house-serv,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,1,?,65520,Y
328,48,500,0,MALE,Masters,armed-forces,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,17,1,YES,2,1,NO,59400,N
99,28,500,0,MALE,MD,prof-specialty,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,49900,N
164,31,500,0,FEMALE,Associate,other-service,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,0,NO,4320,N
334,46,1000,6000000,MALE,MD,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,N
120,30,500,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,?,1,1,YES,87100,N
168,32,1000,0,MALE,MD,protective-serv,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,?,1,1,?,57720,N
252,39,500,9000000,MALE,High School,transport-moving,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,?,0,3,NO,59400,Y
156,31,2000,0,MALE,PhD,other-service,Single Vehicle Collision,Front Collision,Major Damage,Police,3,1,?,2,0,?,59000,Y
175,34,1000,8000000,FEMALE,PhD,protective-serv,Vehicle Theft,?,Trivial Damage,Police,5,1,?,2,0,YES,7290,N
405,58,500,0,MALE,MD,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,?,0,0,?,63580,Y
11,39,2000,0,MALE,PhD,other-service,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,YES,0,1,NO,65790,N
261,46,1000,0,MALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,?,0,3,?,80280,N
292,42,1000,0,MALE,JD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,N
104,30,500,0,FEMALE,MD,protective-serv,Vehicle Theft,?,Minor Damage,Police,8,1,NO,0,0,YES,4800,N
229,37,1000,0,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,N
206,39,1000,6000000,MALE,JD,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,12,3,NO,2,3,YES,36300,N
435,58,2000,0,MALE,JD,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,?,1,1,YES,41490,N
136,29,500,0,FEMALE,JD,transport-moving,Vehicle Theft,?,Minor Damage,Police,9,1,?,2,0,?,6200,N
112,30,1000,0,FEMALE,Masters,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900,Y
211,38,1000,0,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,?,0,3,YES,91520,Y
175,36,500,0,MALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,YES,42680,Y
225,37,1000,5000000,FEMALE,High School,farming-fishing,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,?,2,2,NO,57600,N
255,46,500,0,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,N
193,40,500,0,FEMALE,College,handlers-cleaners,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,?,2,1,YES,64260,N
426,54,2000,0,FEMALE,Masters,adm-clerical,Single Vehicle Collision,Side Collision,Minor Damage,Police,13,1,YES,2,3,?,100800,N
114,30,1000,0,MALE,High School,farming-fishing,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,?,77110,N
344,51,1000,0,FEMALE,Masters,sales,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,?,2,2,YES,75400,Y
46,24,2000,4000000,FEMALE,High School,armed-forces,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,?,56600,N
160,38,500,0,MALE,High School,sales,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,N
78,24,500,0,MALE,Masters,craft-repair,Vehicle Theft,?,Minor Damage,Police,20,1,?,0,1,YES,7480,N
256,39,1000,0,FEMALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,NO,64100,Y
103,27,1000,0,FEMALE,College,handlers-cleaners,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,77700,N
37,31,500,0,FEMALE,MD,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,NO,1,1,YES,76450,N
421,57,2000,0,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,N
162,33,500,0,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,2,1,NO,35300,Y
436,58,2000,5000000,MALE,PhD,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,?,0,2,?,59900,Y
103,33,2000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,?,79090,N
264,41,500,0,MALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,0,?,60390,Y
254,46,2000,0,MALE,MD,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,YES,63580,N
128,35,1000,0,FEMALE,Associate,adm-clerical,Vehicle Theft,?,Trivial Damage,Police,16,1,?,2,0,?,7590,N
261,45,1000,0,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,YES,0,1,?,62590,N
93,32,2000,0,MALE,PhD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,16,1,?,1,1,?,78120,N
243,43,500,0,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,?,0,1,NO,37530,N
283,46,2000,0,FEMALE,PhD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,NO,77660,Y
216,38,1000,5000000,FEMALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,?,2,3,NO,66600,Y
144,35,500,0,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,?,0,0,?,87900,N
75,27,1000,0,MALE,JD,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,?,0,1,YES,71640,N
87,27,500,0,FEMALE,Masters,transport-moving,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,?,2,1,YES,34650,N
304,49,1000,0,FEMALE,PhD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,N
27,28,2000,0,MALE,JD,farming-fishing,Multi-vehicle Collision,Front Collision,Major Damage,Other,10,3,?,0,2,YES,53600,Y
186,33,1000,0,FEMALE,Associate,craft-repair,Vehicle Theft,?,Trivial Damage,Police,3,1,NO,2,1,?,4730,Y
338,47,2000,0,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,?,64100,Y
101,33,1000,7000000,FEMALE,Masters,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,20,3,NO,1,3,?,54240,Y
22,29,2000,6000000,MALE,MD,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,?,2,3,?,70800,Y
257,40,500,0,MALE,MD,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,?,0,2,YES,51810,Y
98,31,500,0,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,?,2,0,?,64080,N
151,37,500,0,FEMALE,Associate,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,59100,Y
296,46,1000,7000000,MALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,18,1,?,0,2,NO,54900,N
259,39,1000,0,FEMALE,JD,craft-repair,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,12,3,NO,1,3,?,46560,N
137,35,500,0,MALE,JD,prof-specialty,Parked Car,?,Minor Damage,Police,4,1,YES,1,1,NO,6600,N
177,34,2000,0,FEMALE,JD,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,22,3,?,1,1,NO,18000,N
194,41,500,0,MALE,JD,transport-moving,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,?,0,2,?,95900,N
104,32,500,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,3,YES,1,3,YES,63570,Y
35,35,2000,0,FEMALE,PhD,protective-serv,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,N
128,32,2000,0,FEMALE,College,sales,Single Vehicle Collision,Rear Collision,Total Loss,Fire,0,1,?,1,0,NO,59800,Y
107,31,2000,5000000,MALE,Associate,handlers-cleaners,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,?,93730,N
8,31,500,4000000,FEMALE,MD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,?,0,2,YES,48100,N
39,22,500,0,MALE,JD,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,Y
310,48,500,0,FEMALE,JD,adm-clerical,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,YES,0,2,NO,59400,Y
370,55,2000,0,MALE,High School,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,YES,71520,Y
356,54,500,0,MALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,?,68750,Y
119,28,2000,0,MALE,High School,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,?,0,1,YES,53600,Y
97,26,1000,0,MALE,Masters,protective-serv,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,YES,2,3,NO,84920,Y
286,47,500,0,MALE,High School,priv-house-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,N
34,34,500,0,FEMALE,PhD,priv-house-serv,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,?,1,0,NO,50800,Y
97,26,1000,0,MALE,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,50400,Y
61,23,2000,4000000,FEMALE,Associate,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,NO,0,3,?,98340,Y
319,47,500,0,MALE,College,transport-moving,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,NO,0,2,?,59730,N
187,34,500,0,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,?,0,0,?,45100,N
152,33,1000,0,FEMALE,High School,farming-fishing,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,?,82610,Y
211,35,500,0,FEMALE,JD,prof-specialty,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,YES,1,1,?,42000,N
147,37,2000,0,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,?,0,1,?,56160,Y
410,54,2000,0,MALE,MD,protective-serv,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,N
375,50,1000,0,MALE,Associate,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,16,1,YES,2,3,NO,37280,Y
32,38,2000,5000000,MALE,Associate,armed-forces,Parked Car,?,Trivial Damage,Police,22,1,YES,0,0,NO,2640,N
43,38,1000,0,MALE,PhD,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,?,61650,N
285,48,2000,0,FEMALE,College,sales,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,2,YES,33480,N
451,61,2000,2000000,FEMALE,Associate,transport-moving,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,78100,Y
342,49,500,0,MALE,PhD,transport-moving,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,?,2,0,YES,76700,N
81,25,500,5000000,FEMALE,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Other,11,3,?,1,0,?,73920,Y
80,27,1000,0,FEMALE,College,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,1,0,YES,52800,N
163,37,500,6000000,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,N
30,31,2000,0,MALE,PhD,craft-repair,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,2,1,YES,5760,N
32,26,2000,6000000,MALE,JD,other-service,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,?,1,2,?,45500,N
109,29,2000,6000000,FEMALE,High School,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,1,3,YES,91080,N
225,41,2000,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Major Damage,Police,20,3,?,2,2,NO,70400,Y
362,50,500,4000000,MALE,Associate,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,?,1,1,NO,57060,N
26,39,1000,0,MALE,Masters,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,?,49800,N
253,46,500,0,FEMALE,MD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,64570,N
84,30,2000,0,MALE,Associate,priv-house-serv,Vehicle Theft,?,Trivial Damage,Police,9,1,YES,1,3,?,4620,N
199,38,1000,0,FEMALE,High School,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,?,0,2,NO,44440,Y
134,32,1000,0,FEMALE,PhD,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Other,17,1,?,1,0,?,82720,N
225,43,1000,0,MALE,JD,priv-house-serv,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,N
204,40,1000,7000000,MALE,High School,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,?,1,0,?,53400,N
187,37,1000,5000000,FEMALE,Masters,protective-serv,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,?,0,3,?,57700,N
256,41,2000,6000000,FEMALE,PhD,armed-forces,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,?,1,2,NO,63400,Y
369,53,2000,0,FEMALE,Masters,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,N
54,35,500,0,FEMALE,MD,protective-serv,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,?,79090,N
194,34,1000,0,MALE,JD,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,?,2,1,YES,58800,N
283,48,1000,0,FEMALE,JD,sales,Parked Car,?,Trivial Damage,Police,9,1,?,2,3,NO,6560,N
86,26,500,7000000,MALE,JD,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,?,1,1,YES,81840,Y
175,34,500,0,FEMALE,JD,handlers-cleaners,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,?,2,1,YES,36720,Y
36,37,1000,0,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,?,48780,N
78,31,1000,4000000,MALE,PhD,protective-serv,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,55660,Y
61,26,2000,6000000,FEMALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,Y
425,53,2000,0,FEMALE,High School,priv-house-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,?,1,2,?,97080,N
106,30,500,0,FEMALE,PhD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,51120,N
191,38,2000,0,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,N
193,41,500,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Other,1,1,?,1,0,YES,112320,Y
233,37,2000,0,FEMALE,High School,sales,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520,N
166,37,2000,8000000,MALE,JD,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,?,67140,Y
254,39,500,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,6,3,YES,2,2,NO,82320,Y
371,50,1000,0,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,NO,2,1,YES,84500,Y
286,41,500,0,FEMALE,College,prof-specialty,Parked Car,?,Trivial Damage,Police,3,1,?,2,0,NO,5000,N
239,39,2000,0,FEMALE,JD,protective-serv,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,Y
154,37,1000,0,FEMALE,MD,farming-fishing,Single Vehicle Collision,Rear Collision,Minor Damage,Other,2,1,?,0,3,NO,79530,N
143,30,500,5000000,FEMALE,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,N
328,48,1000,0,MALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,YES,71610,Y
198,36,1000,0,MALE,High School,armed-forces,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,?,1,3,YES,49410,N
253,41,1000,0,FEMALE,College,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,?,56610,N
123,29,500,0,FEMALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,Y
195,39,1000,0,MALE,PhD,machine-op-inspct,Parked Car,?,Minor Damage,Police,5,1,NO,0,1,YES,2640,N
142,29,2000,0,FEMALE,MD,craft-repair,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,Y
96,29,1000,5000000,MALE,College,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400,Y
244,40,500,0,FEMALE,MD,sales,Vehicle Theft,?,Trivial Damage,Police,2,1,YES,1,3,YES,5940,N
274,44,500,0,FEMALE,JD,tech-support,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,?,5590,N
297,47,500,7000000,MALE,MD,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,?,0,3,YES,44400,N
